,tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,singles_winner_name,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_fin_commit_USD,tourney_region,tourney_city,country_code,latitude,longitude
343,2010-468,27,ATP 250,Estoril,468,estoril,Estoril,2010-05-03,2010,28,16,Outdoor,Clay,Albert Montanes,albert-montanes,m824,Marc Lopez,marc-lopez,l480,David Marrero,david-marrero,m984,479070.0,Europe,Estoril,PT,38.70571,-9.39773
344,2010-5053,28,ATP 250,Belgrade,5053,belgrade,Belgrade,2010-05-03,2010,28,16,Outdoor,Clay,Sam Querrey,sam-querrey,q927,Santiago Gonzalez,santiago-gonzalez,g551,Travis Rettenmaier,travis-rettenmaier,r616,452401.77,Europe,Belgrade,RS,44.80401,20.46513
345,2010-1536,29,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2010-05-09,2010,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,3939020.0,Europe,Madrid,ES,40.4165,-3.70256
346,2010-6120,31,ATP 250,Nice,6120,nice,"Nice, France",2010-05-16,2010,28,16,Outdoor,Clay,Richard Gasquet,richard-gasquet,g628,Marcelo Melo,marcelo-melo,m919,Bruno Soares,bruno-soares,s938,479070.0,Europe,Nice,FR,43.70313,7.26608
347,2010-520,32,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2010-05-24,2010,128,64,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Daniel Nestor,daniel-nestor,n210,Nenad Zimonjic,nenad-zimonjic,z072,8070519.68,Europe,Paris,FR,48.85341,2.3488
348,2010-500,33,ATP 250,Halle,500,halle,"Halle, Germany",2010-06-07,2010,32,16,Outdoor,Grass,Lleyton Hewitt,lleyton-hewitt,h432,Sergiy Stakhovsky,sergiy-stakhovsky,sc77,Mikhail Youzhny,mikhail-youzhny,y061,798450.0,Europe,Halle,DE,52.06007,8.36083
349,2010-311,34,ATP 250,London / Queen's Club,311,london,"London, Great Britain",2010-06-07,2010,56,24,Outdoor,Grass,Sam Querrey,sam-querrey,q927,Novak Djokovic,novak-djokovic,d643,Jonathan Erlich,jonathan-erlich,e152,760071.17,Europe,London,GB,51.50853,-0.12574
350,2010-741,35,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2010-06-13,2010,32,16,Outdoor,Grass,Michael Llodra,michael-llodra,l428,Mariusz Fyrstenberg,mariusz-fyrstenberg,f364,Marcin Matkowski,marcin-matkowski,m844,486256.05,Europe,Eastbourne,GB,50.76871,0.28453
351,2010-440,36,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2010-06-13,2010,28,16,Outdoor,Grass,Sergiy Stakhovsky,sergiy-stakhovsky,sc77,Robert Lindstedt,robert-lindstedt,l335,Horia Tecau,horia-tecau,t749,479070.0,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
352,2010-316,39,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2010-07-12,2010,28,16,Outdoor,Clay,Nicolas Almagro,nicolas-almagro,a479,Robert Lindstedt,robert-lindstedt,l335,Horia Tecau,horia-tecau,t749,479070.0,Europe,Båstad,SE,56.42689,12.85339
353,2010-321,40,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2010-07-12,2010,28,16,Outdoor,Clay,Albert Montanes,albert-montanes,m824,Carlos Berlocq,carlos-berlocq,b884,Eduardo Schwank,eduardo-schwank,se66,479070.0,Europe,Stuttgart,DE,48.78232,9.17702
354,2010-414,41,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2010-07-19,2010,48,16,Outdoor,Clay,Andrey Golubev,andrey-golubev,g806,Marc Lopez,marc-lopez,l480,David Marrero,david-marrero,m984,1187029.0,Europe,Hamburg,DE,53.57532,10.01534
355,2010-314,43,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2010-07-25,2010,32,16,Outdoor,Clay,Nicolas Almagro,nicolas-almagro,a479,Johan Brunstrom,johan-brunstrom,b908,Jarkko Nieminen,jarkko-nieminen,n289,479070.0,Europe,Gstaad,CH,46.47215,7.28685
356,2010-439,45,ATP 250,Umag,439,umag,"Umag, Croatia",2010-07-26,2010,28,16,Outdoor,Clay,Juan Carlos Ferrero,juan-carlos-ferrero,f316,Leos Friedl,leos-friedl,f299,Filip Polasek,filip-polasek,pa46,479070.0,Europe,Umag,HR,45.43139,13.52389
357,2010-341,51,ATP 250,Metz,341,metz,Metz,2010-09-20,2010,28,16,Indoor,Hard,Gilles Simon,gilles-simon,sd32,Dustin Brown,dustin-brown,ba65,Rogier Wassen,rogier-wassen,w224,479070.0,Europe,Metz,FR,49.11911,6.17269
358,2010-773,52,ATP 250,Bucharest,773,bucharest,Bucharest,2010-09-20,2010,28,16,Outdoor,Clay,Juan Ignacio Chela,juan-ignacio-chela,c514,Juan Ignacio Chela,juan-ignacio-chela,c514,Lukasz Kubot,lukasz-kubot,k540,447344.92,Europe,Bucharest,RO,44.43225,26.10626
359,2010-429,59,ATP 250,Stockholm,429,stockholm,Stockholm,2010-10-18,2010,28,16,Indoor,Hard,Roger Federer,roger-federer,f324,Eric Butorac,eric-butorac,bc35,Jean-Julien Rojer,jean-julien-rojer,r513,638760.0,Europe,Stockholm,SE,59.33258,18.0649
360,2010-375,61,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2010-10-25,2010,28,16,Indoor,Hard,Gael Monfils,gael-monfils,mc65,Stephen Huss,stephen-huss,h523,Ross Hutchins,ross-hutchins,h635,691990.0,Europe,Montpellier,FR,43.61092,3.87723
361,2010-337,62,ATP 250,Vienna,337,vienna,"Vienna, Austria",2010-10-25,2010,28,16,Indoor,Hard,Jurgen Melzer,jurgen-melzer,m762,Daniel Nestor,daniel-nestor,n210,Nenad Zimonjic,nenad-zimonjic,z072,691990.0,Europe,Vienna,AT,48.20849,16.37208
362,2010-573,63,ATP 500,Valencia,573,valencia,"Valencia, Switzerland",2010-10-31,2010,32,16,Indoor,Hard,David Ferrer,david-ferrer,f401,Andy Murray,andy-murray,mc10,Jamie Murray,jamie-murray,mc81,2149427.4,Europe,Valencia,ES,39.46975,-0.37739
363,2010-328,64,ATP 500,Basel,328,basel,"Basel, Switzerland",2010-11-01,2010,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,1868373.0,Europe,Basel,CH,47.55839,7.57327
364,2010-352,65,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2010-11-07,2010,48,24,Indoor,Hard,Robin Soderling,robin-soderling,sa49,Mahesh Bhupathi,mahesh-bhupathi,b471,Max Mirnyi,max-mirnyi,m595,2927650.0,Europe,Paris,FR,48.85341,2.3488
365,2011-2276,9,ATP 250,Zagreb,2276,zagreb,"Zagreb, Croatia",2011-01-31,2011,28,16,Indoor,Hard,Ivan Dodig,ivan-dodig,d646,Dick Norman,dick-norman,n233,Horia Tecau,horia-tecau,t749,479070.0,Europe,Zagreb,HR,45.81444,15.97798
366,2011-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2011-02-07,2011,32,16,Indoor,Hard,Robin Soderling,robin-soderling,sa49,Jurgen Melzer,jurgen-melzer,m762,Philipp Petzschner,philipp-petzschner,p624,1538347.0,Europe,Rotterdam,NL,51.9225,4.47917
367,2011-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2011-02-14,2011,28,16,Indoor,Hard,Robin Soderling,robin-soderling,sa49,Robin Haase,robin-haase,h756,Ken Skupski,ken-skupski,sc40,613209.6,Europe,Marseille,FR,43.29695,5.38107
368,2011-360,22,ATP 250,Casablanca,360,casablanca,"Casablanca, Morocco",2011-04-04,2011,28,16,Outdoor,Clay,Pablo Andujar,pablo-andujar,a596,Robert Lindstedt,robert-lindstedt,l335,Horia Tecau,horia-tecau,t749,479070.0,Africa,Casablanca,MA,33.58831,-7.61138
369,2011-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2011-04-10,2011,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,2708076.25,Europe,Monte-Carlo,MC,43.73976,7.42732
370,2011-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2011-04-18,2011,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Santiago Gonzalez,santiago-gonzalez,g551,Scott Lipsky,scott-lipsky,l580,2123877.0,Europe,Barcelona,ES,41.38879,2.15899
371,2011-308,25,ATP 250,Munich,308,munich,"Munich, Germany",2011-04-24,2011,32,16,Outdoor,Clay,Nikolay Davydenko,nikolay-davydenko,d402,Simone Bolelli,simone-bolelli,ba98,Horacio Zeballos,horacio-zeballos,z184,479070.0,Europe,Munich,DE,48.13743,11.57549
372,2011-468,26,ATP 250,Estoril,468,estoril,"Estoril, Portugal",2011-04-25,2011,28,16,Outdoor,Clay,Juan Martin del Potro,juan-martin-del-potro,d683,Eric Butorac,eric-butorac,bc35,Jean-Julien Rojer,jean-julien-rojer,r513,479070.0,Europe,Estoril,PT,38.70571,-9.39773
373,2011-5053,27,ATP 250,Belgrade,5053,belgrade,"Belgrade, Serbia",2011-04-25,2011,28,16,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Frantisek Cermak,frantisek-cermak,c445,Filip Polasek,filip-polasek,pa46,443565.58999999997,Europe,Belgrade,RS,44.80401,20.46513
374,2011-1536,28,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2011-05-01,2011,56,24,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,3945407.6,Europe,Madrid,ES,40.4165,-3.70256
375,2011-416,29,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2011-05-08,2011,56,24,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,John Isner,john-isner,i186,Sam Querrey,sam-querrey,q927,2927650.0,Europe,Rome,IT,41.89193,12.51133
376,2011-6120,31,ATP 250,Nice,6120,nice,"Nice, France",2011-05-15,2011,28,16,Outdoor,Clay,Nicolas Almagro,nicolas-almagro,a479,Eric Butorac,eric-butorac,bc35,Jean-Julien Rojer,jean-julien-rojer,r513,479070.0,Europe,Nice,FR,43.70313,7.26608
377,2011-520,32,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2011-05-22,2011,128,64,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Max Mirnyi,max-mirnyi,m595,Daniel Nestor,daniel-nestor,n210,8393306.4,Europe,Paris,FR,48.85341,2.3488
378,2011-500,33,ATP 250,Halle,500,halle,"Halle, Germany",2011-06-06,2011,32,16,Outdoor,Grass,Philipp Kohlschreiber,philipp-kohlschreiber,k435,Rohan Bopanna,rohan-bopanna,b757,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,798450.0,Europe,Halle,DE,52.06007,8.36083
379,2011-311,34,ATP 250,London / Queen's Club,311,london,"London, Great Britain",2011-06-06,2011,56,24,Outdoor,Grass,Andy Murray,andy-murray,mc10,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,739098.55,Europe,London,GB,51.50853,-0.12574
380,2011-741,35,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2011-06-12,2011,32,16,Outdoor,Grass,Andreas Seppi,andreas-seppi,sa93,Jonathan Erlich,jonathan-erlich,e152,Andy Ram,andy-ram,r399,492563.805,Europe,Eastbourne,GB,50.76871,0.28453
381,2011-440,36,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2011-06-12,2011,32,16,Outdoor,Grass,Dmitry Tursunov,dmitry-tursunov,t315,Daniele Bracciali,daniele-bracciali,b570,Frantisek Cermak,frantisek-cermak,c445,479070.0,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
382,2011-316,39,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2011-07-11,2011,28,16,Outdoor,Clay,Robin Soderling,robin-soderling,sa49,Robert Lindstedt,robert-lindstedt,l335,Horia Tecau,horia-tecau,t749,479070.0,Europe,Båstad,SE,56.42689,12.85339
383,2011-321,40,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2011-07-11,2011,32,16,Outdoor,Clay,Juan Carlos Ferrero,juan-carlos-ferrero,f316,Jurgen Melzer,jurgen-melzer,m762,Philipp Petzschner,philipp-petzschner,p624,479070.0,Europe,Stuttgart,DE,48.78232,9.17702
384,2011-414,41,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2011-07-18,2011,48,16,Outdoor,Clay,Gilles Simon,gilles-simon,sd32,Oliver Marach,oliver-marach,m760,Alexander Peya,alexander-peya,p467,1187029.0,Europe,Hamburg,DE,53.57532,10.01534
385,2011-314,44,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2011-07-25,2011,28,16,Outdoor,Clay,Marcel Granollers,marcel-granollers,g710,Frantisek Cermak,frantisek-cermak,c445,Filip Polasek,filip-polasek,pa46,479070.0,Europe,Gstaad,CH,46.47215,7.28685
386,2011-439,45,ATP 250,Umag,439,umag,"Umag, Croatia",2011-07-25,2011,28,16,Outdoor,Clay,Alexandr Dolgopolov,alexandr-dolgopolov,d801,Simone Bolelli,simone-bolelli,ba98,Fabio Fognini,fabio-fognini,f510,479070.0,Europe,Umag,HR,45.43139,13.52389
387,2011-319,47,ATP 250,Kitzbühel,319,kitzbhel,"Kitzbhel, Austria",2011-07-31,2011,28,16,Outdoor,Clay,Robin Haase,robin-haase,h756,Daniele Bracciali,daniele-bracciali,b570,Santiago Gonzalez,santiago-gonzalez,g551,479070.0,Europe,Kitzbühel,AT,47.44637,12.39215
388,2011-341,52,ATP 250,Metz,341,metz,"Metz, France",2011-09-19,2011,28,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Jamie Murray,jamie-murray,mc81,Andre Sa,andre-sa,s604,479070.0,Europe,Metz,FR,49.11911,6.17269
389,2011-773,53,ATP 250,Bucharest,773,bucharest,"Bucharest, Romania",2011-09-19,2011,28,16,Outdoor,Clay,Florian Mayer,florian-mayer,mb02,Daniele Bracciali,daniele-bracciali,b570,Potito Starace,potito-starace,s843,450272.57,Europe,Bucharest,RO,44.43225,26.10626
390,2011-429,60,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2011-10-17,2011,28,16,Indoor,Hard,Gael Monfils,gael-monfils,mc65,Rohan Bopanna,rohan-bopanna,b757,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,638760.0,Europe,Stockholm,SE,59.33258,18.0649
391,2011-337,62,ATP 250,Vienna,337,vienna,"Vienna, Austria",2011-10-24,2011,28,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,691990.0,Europe,Vienna,AT,48.20849,16.37208
392,2011-573,63,ATP 500,Valencia,573,valencia,"Valencia, Spain",2011-10-31,2011,32,16,Indoor,Hard,Marcel Granollers,marcel-granollers,g710,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,2149427.4,Europe,Valencia,ES,39.46975,-0.37739
393,2011-328,64,ATP 500,Basel,328,basel,"Basel, Switzerland",2011-10-31,2011,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,Michael Llodra,michael-llodra,l428,Nenad Zimonjic,nenad-zimonjic,z072,1956841.26,Europe,Basel,CH,47.55839,7.57327
394,2011-352,65,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2011-11-07,2011,48,24,Indoor,Hard,Roger Federer,roger-federer,f324,Rohan Bopanna,rohan-bopanna,b757,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,2927650.0,Europe,Paris,FR,48.85341,2.3488
395,2012-375,7,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2012-01-30,2012,28,16,Indoor,Hard,Tomas Berdych,tomas-berdych,ba47,Nicolas Mahut,nicolas-mahut,m873,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,479070.0,Europe,Montpellier,FR,43.61092,3.87723
396,2012-2276,9,ATP 250,Zagreb,2276,zagreb,"Zagreb, Croatia",2012-01-30,2012,32,16,Indoor,Hard,Mikhail Youzhny,mikhail-youzhny,y061,Marcos Baghdatis,marcos-baghdatis,b837,Mikhail Youzhny,mikhail-youzhny,y061,479070.0,Europe,Zagreb,HR,45.81444,15.97798
397,2012-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2012-02-13,2012,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,Michael Llodra,michael-llodra,l428,Nenad Zimonjic,nenad-zimonjic,z072,1599561.5,Europe,Rotterdam,NL,51.9225,4.47917
398,2012-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2012-02-20,2012,28,16,Indoor,Hard,Juan Martin del Potro,juan-martin-del-potro,d683,Nicolas Mahut,nicolas-mahut,m873,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,613209.6,Europe,Marseille,FR,43.29695,5.38107
399,2012-360,22,ATP 250,Casablanca,360,casablanca,"Casablanca, Morocco",2012-04-09,2012,28,16,Outdoor,Clay,Pablo Andujar,pablo-andujar,a596,Dustin Brown,dustin-brown,ba65,Paul Hanley,paul-hanley,h421,479070.0,Africa,Casablanca,MA,33.58831,-7.61138
400,2012-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2012-04-15,2012,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,2921501.935,Europe,Monte-Carlo,MC,43.73976,7.42732
401,2012-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2012-04-23,2012,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Mariusz Fyrstenberg,mariusz-fyrstenberg,f364,Marcin Matkowski,marcin-matkowski,m844,2206383.5,Europe,Barcelona,ES,41.38879,2.15899
402,2012-773,25,ATP 250,Bucharest,773,bucharest,"Bucharest, Romania",2012-04-23,2012,28,16,Outdoor,Clay,Gilles Simon,gilles-simon,sd32,Robert Lindstedt,robert-lindstedt,l335,Horia Tecau,horia-tecau,t749,479070.0,Europe,Bucharest,RO,44.43225,26.10626
403,2012-468,26,ATP 250,Estoril,468,estoril,"Estoril, Portugal",2012-04-30,2012,28,16,Outdoor,Clay,Juan Martin del Potro,juan-martin-del-potro,d683,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,Jean-Julien Rojer,jean-julien-rojer,r513,479070.0,Europe,Estoril,PT,38.70571,-9.39773
404,2012-308,27,ATP 250,Munich,308,munich,"Munich, Germany",2012-04-30,2012,28,16,Outdoor,Clay,Philipp Kohlschreiber,philipp-kohlschreiber,k435,Frantisek Cermak,frantisek-cermak,c445,Filip Polasek,filip-polasek,pa46,479070.0,Europe,Munich,DE,48.13743,11.57549
405,2012-5053,28,ATP 250,Belgrade,5053,belgrade,"Belgrade, Serbia",2012-04-30,2012,28,16,Outdoor,Clay,Andreas Seppi,andreas-seppi,sa93,Jonathan Erlich,jonathan-erlich,e152,Andy Ram,andy-ram,r399,445748.02,Europe,Belgrade,RS,44.80401,20.46513
406,2012-1536,29,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2012-05-06,2012,56,24,Outdoor,Clay,Roger Federer,roger-federer,f324,Mariusz Fyrstenberg,mariusz-fyrstenberg,f364,Marcin Matkowski,marcin-matkowski,m844,4230395.697,Europe,Madrid,ES,40.4165,-3.70256
407,2012-416,30,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2012-05-13,2012,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Marcel Granollers,marcel-granollers,g710,Marc Lopez,marc-lopez,l480,3141075.685,Europe,Rome,IT,41.89193,12.51133
408,2012-6120,32,ATP 250,Nice,6120,nice,"Nice, France",2012-05-20,2012,28,16,Outdoor,Clay,Nicolas Almagro,nicolas-almagro,a479,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,479070.0,Europe,Nice,FR,43.70313,7.26608
409,2012-520,33,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2012-05-27,2012,128,64,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Max Mirnyi,max-mirnyi,m595,Daniel Nestor,daniel-nestor,n210,9035260.2,Europe,Paris,FR,48.85341,2.3488
410,2012-500,34,ATP 250,Halle,500,halle,"Halle, Germany",2012-06-11,2012,28,16,Outdoor,Grass,Tommy Haas,tommy-haas,h355,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,Jean-Julien Rojer,jean-julien-rojer,r513,798450.0,Europe,Halle,DE,52.06007,8.36083
411,2012-311,35,ATP 250,London / Queen's Club,311,london,"London, Great Britain",2012-06-11,2012,56,24,Outdoor,Grass,Marin Cilic,marin-cilic,c977,Max Mirnyi,max-mirnyi,m595,Daniel Nestor,daniel-nestor,n210,757516.13,Europe,London,GB,51.50853,-0.12574
412,2012-440,36,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2012-06-17,2012,32,16,Outdoor,Grass,David Ferrer,david-ferrer,f401,Robert Lindstedt,robert-lindstedt,l335,Horia Tecau,horia-tecau,t749,479070.0,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
413,2012-741,37,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2012-06-18,2012,28,16,Outdoor,Grass,Andy Roddick,andy-roddick,r485,Colin Fleming,colin-fleming,f454,Ross Hutchins,ross-hutchins,h635,485138.22,Europe,Eastbourne,GB,50.76871,0.28453
414,2012-316,40,ATP 250,Bastad,316,bstad,"B†stad, Sweden",2012-07-09,2012,28,16,Outdoor,Clay,David Ferrer,david-ferrer,f401,Robert Lindstedt,robert-lindstedt,l335,Horia Tecau,horia-tecau,t749,436672.305,Europe,Båstad,SE,56.42689,12.85339
415,2012-321,41,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2012-07-09,2012,28,16,Outdoor,Clay,Janko Tipsarevic,janko-tipsarevic,t742,Jeremy Chardy,jeremy-chardy,ca12,Lukasz Kubot,lukasz-kubot,k540,436672.305,Europe,Stuttgart,DE,48.78232,9.17702
416,2012-439,42,ATP 250,Umag,439,umag,"Umag, Croatia",2012-07-09,2012,28,16,Outdoor,Clay,Marin Cilic,marin-cilic,c977,David Marrero,david-marrero,m984,Fernando Verdasco,fernando-verdasco,v306,436672.305,Europe,Umag,HR,45.43139,13.52389
417,2012-414,43,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2012-07-16,2012,32,16,Outdoor,Clay,Juan Monaco,juan-monaco,ma21,David Marrero,david-marrero,m984,Fernando Verdasco,fernando-verdasco,v306,1080569.0,Europe,Hamburg,DE,53.57532,10.01534
418,2012-314,45,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2012-07-16,2012,28,16,Outdoor,Clay,Thomaz Bellucci,thomaz-bellucci,bd20,Marcel Granollers,marcel-granollers,g710,Marc Lopez,marc-lopez,l480,436672.305,Europe,Gstaad,CH,46.47215,7.28685
419,2012-319,46,ATP 250,Kitzbühel,319,kitzbuhel,"Kitzbuhel, Austria",2012-07-22,2012,28,16,Outdoor,Clay,Robin Haase,robin-haase,h756,Frantisek Cermak,frantisek-cermak,c445,Julian Knowle,julian-knowle,k263,436672.305,Europe,Kitzbühel,AT,47.44637,12.39215
420,2012-341,55,ATP 250,Metz,341,metz,"Metz, France",2012-09-17,2012,28,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Nicolas Mahut,nicolas-mahut,m873,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,479070.0,Europe,Metz,FR,49.11911,6.17269
421,2012-429,62,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2012-10-15,2012,28,16,Indoor,Hard,Tomas Berdych,tomas-berdych,ba47,Marcelo Melo,marcelo-melo,m919,Bruno Soares,bruno-soares,s938,585530.0,Europe,Stockholm,SE,59.33258,18.0649
422,2012-337,63,ATP 250,Vienna,337,vienna,"Vienna, Austria",2012-10-15,2012,28,16,Indoor,Hard,Juan Martin del Potro,juan-martin-del-potro,d683,Andre Begemann,andre-begemann,ba79,Martin Emmrich,martin-emmrich,e223,585530.0,Europe,Vienna,AT,48.20849,16.37208
423,2012-573,64,ATP 500,Valencia,573,valencia,"Valencia, Spain",2012-10-21,2012,32,16,Indoor,Hard,David Ferrer,david-ferrer,f401,Alexander Peya,alexander-peya,p467,Bruno Soares,bruno-soares,s938,2221660.51,Europe,Valencia,ES,39.46975,-0.37739
424,2012-328,65,ATP 500,Basel,328,basel,"Basel, Switzerland",2012-10-22,2012,32,16,Indoor,Hard,Juan Martin del Potro,juan-martin-del-potro,d683,Daniel Nestor,daniel-nestor,n210,Nenad Zimonjic,nenad-zimonjic,z072,2059255.78,Europe,Basel,CH,47.55839,7.57327
425,2012-352,66,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2012-10-29,2012,48,24,Indoor,Hard,David Ferrer,david-ferrer,f401,Mahesh Bhupathi,mahesh-bhupathi,b471,Rohan Bopanna,rohan-bopanna,b757,3141075.685,Europe,Paris,FR,48.85341,2.3488
426,2013-375,7,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2013-02-04,2013,28,16,Indoor,Hard,Richard Gasquet,richard-gasquet,g628,Marc Gicquel,marc-gicquel,g436,Michael Llodra,michael-llodra,l428,498019.88,Europe,Montpellier,FR,43.61092,3.87723
427,2013-2276,9,ATP 250,Zagreb,2276,zagreb,"Zagreb, Croatia",2013-02-04,2013,28,16,Indoor,Hard,Marin Cilic,marin-cilic,c977,Julian Knowle,julian-knowle,k263,Filip Polasek,filip-polasek,pa46,498019.88,Europe,Zagreb,HR,45.81444,15.97798
428,2013-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2013-02-11,2013,32,16,Indoor,Hard,Juan Martin del Potro,juan-martin-del-potro,d683,Robert Lindstedt,robert-lindstedt,l335,Nenad Zimonjic,nenad-zimonjic,z072,1677676.525,Europe,Rotterdam,NL,51.9225,4.47917
429,2013-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2013-02-18,2013,28,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Rohan Bopanna,rohan-bopanna,b757,Colin Fleming,colin-fleming,f454,637200.361,Europe,Marseille,FR,43.29695,5.38107
430,2013-360,22,ATP 250,Casablanca,360,casablanca,"Casablanca, Morocco",2013-04-08,2013,28,16,Outdoor,Clay,Tommy Robredo,tommy-robredo,r419,Julian Knowle,julian-knowle,k263,Filip Polasek,filip-polasek,pa46,498019.88,Africa,Casablanca,MA,33.58831,-7.61138
431,2013-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte-Carlo, Monaco",2013-04-14,2013,56,24,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Julien Benneteau,julien-benneteau,b747,Nenad Zimonjic,nenad-zimonjic,z072,3192197.777,Europe,Monte-Carlo,MC,43.73976,7.42732
