,tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,singles_winner_name,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_fin_commit_USD,tourney_region,tourney_city,country_code,latitude,longitude
432,2013-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2013-04-22,2013,48,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Alexander Peya,alexander-peya,p467,Bruno Soares,bruno-soares,s938,2306855.125,Europe,Barcelona,ES,41.38879,2.15899
433,2013-773,25,ATP 250,Bucharest,773,bucharest,"Bucharest, Romania",2013-04-22,2013,28,16,Outdoor,Clay,Lukas Rosol,lukas-rosol,r685,Max Mirnyi,max-mirnyi,m595,Horia Tecau,horia-tecau,t749,498019.88,Europe,Bucharest,RO,44.43225,26.10626
434,2013-308,26,ATP 250,Munich,308,munich,"Munich, Germany",2013-04-29,2013,28,16,Outdoor,Clay,Tommy Haas,tommy-haas,h355,Jarkko Nieminen,jarkko-nieminen,n289,Dmitry Tursunov,dmitry-tursunov,t315,498019.88,Europe,Munich,DE,48.13743,11.57549
435,2013-468,27,ATP 250,Oeiras,468,oeiras,"Oeiras, Portugal",2013-04-29,2013,28,16,Outdoor,Clay,Stan Wawrinka,stan-wawrinka,w367,Santiago Gonzalez,santiago-gonzalez,g551,Scott Lipsky,scott-lipsky,l580,498019.88,Europe,Oeiras,PT,38.69105,-9.31085
436,2013-1536,28,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2013-05-05,2013,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,4581896.8082,Europe,Madrid,ES,40.4165,-3.70256
437,2013-416,29,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2013-05-12,2013,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,3411771.527,Europe,Rome,IT,41.89193,12.51133
438,2013-6710,30,ATP 250,Dusseldorf,6710,dusseldorf,"Dusseldorf, Germany",2013-05-19,2013,28,16,Outdoor,Clay,Juan Monaco,juan-monaco,ma21,Andre Begemann,andre-begemann,ba79,Martin Emmrich,martin-emmrich,e223,498019.88,Europe,Düsseldorf,DE,51.22172,6.77616
439,2013-6120,31,ATP 250,Nice,6120,nice,"Nice, France",2013-05-19,2013,28,16,Outdoor,Clay,Albert Montanes,albert-montanes,m824,Johan Brunstrom,johan-brunstrom,b908,Raven Klaasen,raven-klaasen,k609,498019.88,Europe,Nice,FR,43.70313,7.26608
440,2013-520,32,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2013-05-27,2013,128,64,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,10756718.4,Europe,Paris,FR,48.85341,2.3488
441,2013-500,33,ATP 250,Halle,500,halle,"Halle, Germany",2013-06-10,2013,28,16,Outdoor,Grass,Roger Federer,roger-federer,f324,Santiago Gonzalez,santiago-gonzalez,g551,Scott Lipsky,scott-lipsky,l580,830031.3589999999,Europe,Halle,DE,52.06007,8.36083
442,2013-311,34,ATP 250,London / Queen's Club,311,london,"London, Great Britain",2013-06-10,2013,56,24,Outdoor,Grass,Andy Murray,andy-murray,mc10,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,830031.3589999999,Europe,London,GB,51.50853,-0.12574
443,2013-440,35,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2013-06-16,2013,32,16,Outdoor,Grass,Nicolas Mahut,nicolas-mahut,m873,Max Mirnyi,max-mirnyi,m595,Horia Tecau,horia-tecau,t749,498019.88,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
444,2013-741,36,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2013-06-17,2013,28,16,Outdoor,Grass,Feliciano Lopez,feliciano-lopez,l397,Alexander Peya,alexander-peya,p467,Bruno Soares,bruno-soares,s938,560043.476,Europe,Eastbourne,GB,50.76871,0.28453
445,2013-316,39,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2013-07-08,2013,28,16,Outdoor,Clay,Carlos Berlocq,carlos-berlocq,b884,Nicholas Monroe,nicholas-monroe,mb49,Simon Stadler,simon-stadler,s944,523112.502,Europe,Båstad,SE,56.42689,12.85339
446,2013-321,40,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2013-07-08,2013,28,16,Outdoor,Clay,Fabio Fognini,fabio-fognini,f510,Thomaz Bellucci,thomaz-bellucci,bd20,Facundo Bagnis,facundo-bagnis,bf23,498019.88,Europe,Stuttgart,DE,48.78232,9.17702
447,2013-414,41,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2013-07-15,2013,48,16,Outdoor,Clay,Fabio Fognini,fabio-fognini,f510,Mariusz Fyrstenberg,mariusz-fyrstenberg,f364,Marcin Matkowski,marcin-matkowski,m844,1309990.3,Europe,Hamburg,DE,53.57532,10.01534
448,2013-314,44,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2013-07-22,2013,28,16,Outdoor,Clay,Mikhail Youzhny,mikhail-youzhny,y061,Jamie Murray,jamie-murray,mc81,John Peers,john-peers,pc96,498019.88,Europe,Gstaad,CH,46.47215,7.28685
449,2013-439,45,ATP 250,Umag,439,umag,"Umag, Croatia",2013-07-22,2013,28,16,Outdoor,Clay,Tommy Robredo,tommy-robredo,r419,Martin Klizan,martin-klizan,k966,David Marrero,david-marrero,m984,498019.88,Europe,Umag,HR,45.43139,13.52389
450,2013-319,46,ATP 250,Kitzbühel,319,kitzbhel,"Kitzbhel, Austria",2013-07-28,2013,28,16,Outdoor,Clay,Marcel Granollers,marcel-granollers,g710,Martin Emmrich,martin-emmrich,e223,Christopher Kas,christopher-kas,k406,498019.88,Europe,Kitzbühel,AT,47.44637,12.39215
451,2013-341,53,ATP 250,Metz,341,metz,"Metz, France",2013-09-16,2013,28,16,Indoor,Hard,Gilles Simon,gilles-simon,sd32,Johan Brunstrom,johan-brunstrom,b908,Raven Klaasen,raven-klaasen,k609,498019.88,Europe,Metz,FR,49.11911,6.17269
452,2013-429,60,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2013-10-14,2013,28,16,Indoor,Hard,Grigor Dimitrov,grigor-dimitrov,d875,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,Jean-Julien Rojer,jean-julien-rojer,r513,639361.499,Europe,Stockholm,SE,59.33258,18.0649
453,2013-337,61,ATP 250,Vienna,337,vienna,"Vienna, Austria",2013-10-14,2013,28,16,Indoor,Hard,Tommy Haas,tommy-haas,h355,Florin Mergea,florin-mergea,mb27,Lukas Rosol,lukas-rosol,r685,608690.373,Europe,Vienna,AT,48.20849,16.37208
454,2013-573,62,ATP 500,Valencia,573,valencia,"Valencia, Spain",2013-10-21,2013,32,16,Indoor,Hard,Mikhail Youzhny,mikhail-youzhny,y061,Alexander Peya,alexander-peya,p467,Bruno Soares,bruno-soares,s938,2311347.737,Europe,Valencia,ES,39.46975,-0.37739
455,2013-328,63,ATP 500,Basel,328,basel,"Basel, Switzerland",2013-10-21,2013,32,16,Indoor,Hard,Juan Martin del Potro,juan-martin-del-potro,d683,Treat Huey,treat-huey,h788,Dominic Inglot,dominic-inglot,i200,2117313.741,Europe,Basel,CH,47.55839,7.57327
456,2013-352,64,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2013-10-28,2013,48,24,Indoor,Hard,Novak Djokovic,novak-djokovic,d643,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,3411771.527,Europe,Paris,FR,48.85341,2.3488
457,2014-375,7,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2014-02-03,2014,28,16,Indoor,Hard,Gael Monfils,gael-monfils,mc65,Nikolay Davydenko,nikolay-davydenko,d402,Denis Istomin,denis-istomin,i165,517140.096,Europe,Montpellier,FR,43.61092,3.87723
458,2014-2276,9,ATP 250,Zagreb,2276,zagreb,"Zagreb, Croatia",2014-02-03,2014,28,16,Indoor,Hard,Marin Cilic,marin-cilic,c977,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,517140.096,Europe,Zagreb,HR,45.81444,15.97798
459,2014-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2014-02-10,2014,32,16,Indoor,Hard,Tomas Berdych,tomas-berdych,ba47,Michael Llodra,michael-llodra,l428,Nicolas Mahut,nicolas-mahut,m873,1597703.773,Europe,Rotterdam,NL,51.9225,4.47917
460,2014-496,15,ATP 250,Marseille,496,marseille,"Marseille, France",2014-02-17,2014,28,16,Indoor,Hard,Ernests Gulbis,ernests-gulbis,g858,Julien Benneteau,julien-benneteau,b747,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,661712.776,Europe,Marseille,FR,43.29695,5.38107
461,2014-360,23,ATP 250,Casablanca,360,casablanca,"Casablanca, Morocco",2014-04-07,2014,28,16,Outdoor,Clay,Guillermo Garcia-Lopez,guillermo-garcia-lopez,g476,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,517140.096,Africa,Casablanca,MA,33.58831,-7.61138
462,2014-410,24,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2014-04-13,2014,56,24,Outdoor,Clay,Stan Wawrinka,stan-wawrinka,w367,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,3455867.259,Europe,Monte-Carlo,MC,43.73976,7.42732
463,2014-425,25,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2014-04-21,2014,48,16,Outdoor,Clay,Kei Nishikori,kei-nishikori,n552,Jesse Huta Galung,jesse-huta-galung,h704,Stephane Robert,stephane-robert,r612,2264441.461,Europe,Barcelona,ES,41.38879,2.15899
464,2014-773,26,ATP 250,Bucharest,773,bucharest,"Bucharest, Romania",2014-04-21,2014,28,16,Outdoor,Clay,Grigor Dimitrov,grigor-dimitrov,d875,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,517140.096,Europe,Bucharest,RO,44.43225,26.10626
465,2014-308,27,ATP 250,Munich,308,munich,"Munich, Germany",2014-04-28,2014,28,16,Outdoor,Clay,Martin Klizan,martin-klizan,k966,Jamie Murray,jamie-murray,mc81,John Peers,john-peers,pc96,517140.096,Europe,Munich,DE,48.13743,11.57549
466,2014-468,28,ATP 250,Oeiras,468,oeiras,"Oeiras, Portugal",2014-04-28,2014,28,16,Outdoor,Clay,Carlos Berlocq,carlos-berlocq,b884,Santiago Gonzalez,santiago-gonzalez,g551,Scott Lipsky,scott-lipsky,l580,517140.096,Europe,Oeiras,PT,38.69105,-9.31085
467,2014-1536,29,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2014-05-04,2014,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Daniel Nestor,daniel-nestor,n210,Nenad Zimonjic,nenad-zimonjic,z072,4924663.941,Europe,Madrid,ES,40.4165,-3.70256
468,2014-416,30,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2014-05-11,2014,56,24,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Daniel Nestor,daniel-nestor,n210,Nenad Zimonjic,nenad-zimonjic,z072,3675441.009,Europe,Rome,IT,41.89193,12.51133
469,2014-6710,31,ATP 250,Dusseldorf,6710,dusseldorf,"Dusseldorf, Germany",2014-05-18,2014,28,16,Outdoor,Clay,Philipp Kohlschreiber,philipp-kohlschreiber,k435,Santiago Gonzalez,santiago-gonzalez,g551,Scott Lipsky,scott-lipsky,l580,517140.096,Europe,Düsseldorf,DE,51.22172,6.77616
470,2014-6120,32,ATP 250,Nice,6120,nice,"Nice, France",2014-05-18,2014,28,16,Outdoor,Clay,Ernests Gulbis,ernests-gulbis,g858,Martin Klizan,martin-klizan,k966,Philipp Oswald,philipp-oswald,o305,517140.096,Europe,Nice,FR,43.70313,7.26608
471,2014-520,33,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2014-05-26,2014,128,64,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Julien Benneteau,julien-benneteau,b747,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,12298259.2,Europe,Paris,FR,48.85341,2.3488
472,2014-500,34,ATP 250,Halle,500,halle,"Halle, Germany",2014-06-09,2014,28,16,Outdoor,Grass,Roger Federer,roger-federer,f324,Andre Begemann,andre-begemann,ba79,Julian Knowle,julian-knowle,k263,861900.16,Europe,Halle,DE,52.06007,8.36083
473,2014-311,35,ATP 250,London / Queen's Club,311,london,"London, Great Britain",2014-06-09,2014,56,24,Outdoor,Grass,Grigor Dimitrov,grigor-dimitrov,d875,Alexander Peya,alexander-peya,p467,Bruno Soares,bruno-soares,s938,861900.16,Europe,London,GB,51.50853,-0.12574
474,2014-440,36,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2014-06-15,2014,32,16,Outdoor,Grass,Roberto Bautista Agut,roberto-bautista-agut,bd06,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,517140.096,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
475,2014-741,37,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2014-06-16,2014,28,16,Outdoor,Grass,Feliciano Lopez,feliciano-lopez,l397,Treat Huey,treat-huey,h788,Dominic Inglot,dominic-inglot,i200,598667.164,Europe,Eastbourne,GB,50.76871,0.28453
476,2014-316,40,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2014-07-07,2014,28,16,Outdoor,Clay,Pablo Cuevas,pablo-cuevas,c882,Johan Brunstrom,johan-brunstrom,b908,Nicholas Monroe,nicholas-monroe,mb49,517140.096,Europe,Båstad,SE,56.42689,12.85339
477,2014-321,41,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2014-07-07,2014,28,16,Outdoor,Clay,Roberto Bautista Agut,roberto-bautista-agut,bd06,Mateusz Kowalczyk,mateusz-kowalczyk,k905,Artem Sitak,artem-sitak,sd23,517140.096,Europe,Stuttgart,DE,48.78232,9.17702
478,2014-414,42,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2014-07-14,2014,48,16,Outdoor,Clay,Leonardo Mayer,leonardo-mayer,md56,Marin Draganja,marin-draganja,d934,Florin Mergea,florin-mergea,mb27,1407560.89,Europe,Hamburg,DE,53.57532,10.01534
479,2014-314,45,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2014-07-21,2014,28,16,Outdoor,Clay,Pablo Andujar,pablo-andujar,a596,Andre Begemann,andre-begemann,ba79,Robin Haase,robin-haase,h756,517140.096,Europe,Gstaad,CH,46.47215,7.28685
480,2014-439,46,ATP 250,Umag,439,umag,"Umag, Croatia",2014-07-21,2014,28,16,Outdoor,Clay,Pablo Cuevas,pablo-cuevas,c882,Frantisek Cermak,frantisek-cermak,c445,Lukas Rosol,lukas-rosol,r685,517140.096,Europe,Umag,HR,45.43139,13.52389
481,2014-319,47,ATP 250,Kitzbühel,319,kitzbuhel,"Kitzbuhel, Austria",2014-07-27,2014,28,16,Outdoor,Clay,David Goffin,david-goffin,gb88,Henri Kontinen,henri-kontinen,ka80,Jarkko Nieminen,jarkko-nieminen,n289,517140.096,Europe,Kitzbühel,AT,47.44637,12.39215
482,2014-341,53,ATP 250,Metz,341,metz,"Metz, France",2014-09-15,2014,28,16,Indoor,Hard,David Goffin,david-goffin,gb88,Mariusz Fyrstenberg,mariusz-fyrstenberg,f364,Marcin Matkowski,marcin-matkowski,m844,517140.096,Europe,Metz,FR,49.11911,6.17269
483,2014-429,60,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2014-10-13,2014,28,16,Indoor,Hard,Tomas Berdych,tomas-berdych,ba47,Eric Butorac,eric-butorac,bc35,Raven Klaasen,raven-klaasen,k609,632058.343,Europe,Stockholm,SE,59.33258,18.0649
484,2014-337,61,ATP 250,Vienna,337,vienna,"Vienna, Austria",2014-10-13,2014,28,16,Indoor,Hard,Andy Murray,andy-murray,mc10,Jurgen Melzer,jurgen-melzer,m762,Philipp Petzschner,philipp-petzschner,p624,632058.343,Europe,Vienna,AT,48.20849,16.37208
485,2014-573,62,ATP 500,Valencia,573,valencia,"Valencia, Spain",2014-10-20,2014,32,16,Indoor,Hard,Andy Murray,andy-murray,mc10,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,2346623.258,Europe,Valencia,ES,39.46975,-0.37739
486,2014-328,63,ATP 500,Basel,328,basel,"Basel, Switzerland",2014-10-20,2014,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,Vasek Pospisil,vasek-pospisil,pd07,Nenad Zimonjic,nenad-zimonjic,z072,2038772.876,Europe,Basel,CH,47.55839,7.57327
487,2014-352,64,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2014-10-27,2014,48,24,Indoor,Hard,Novak Djokovic,novak-djokovic,d643,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,3675441.009,Europe,Paris,FR,48.85341,2.3488
488,2015-375,7,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2015-02-02,2015,28,16,Indoor,Hard,Richard Gasquet,richard-gasquet,g628,Marcus Daniell,marcus-daniell,d763,Artem Sitak,artem-sitak,sd23,526242.426,Europe,Montpellier,FR,43.61092,3.87723
489,2015-2276,9,ATP 250,Zagreb,2276,zagreb,"Zagreb, Croatia",2015-02-02,2015,28,16,Indoor,Hard,Guillermo Garcia-Lopez,guillermo-garcia-lopez,g476,Marin Draganja,marin-draganja,d934,Henri Kontinen,henri-kontinen,ka80,526242.426,Europe,Zagreb,HR,45.81444,15.97798
490,2015-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2015-02-09,2015,32,16,Indoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,1704270.233,Europe,Rotterdam,NL,51.9225,4.47917
491,2015-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2015-02-16,2015,28,16,Indoor,Hard,Gilles Simon,gilles-simon,sd32,Marin Draganja,marin-draganja,d934,Henri Kontinen,henri-kontinen,ka80,673721.464,Europe,Marseille,FR,43.29695,5.38107
492,2015-360,22,ATP 250,Casablanca,360,casablanca,"Casablanca, Morocco",2015-04-06,2015,28,16,Outdoor,Clay,Martin Klizan,martin-klizan,k966,Rameez Junaid,rameez-junaid,j230,Adil Shamasdin,adil-shamasdin,sb92,526242.426,Africa,Casablanca,MA,33.58831,-7.61138
493,2015-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte-Carlo, Monaco",2015-04-12,2015,56,24,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,3858158.307,Europe,Monte-Carlo,MC,43.73976,7.42732
494,2015-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2015-04-20,2015,48,16,Outdoor,Clay,Kei Nishikori,kei-nishikori,n552,Marin Draganja,marin-draganja,d934,Henri Kontinen,henri-kontinen,ka80,2411569.181,Europe,Barcelona,ES,41.38879,2.15899
495,2015-773,25,ATP 250,Bucharest,773,bucharest,"Bucharest, Romania",2015-04-20,2015,28,16,Outdoor,Clay,Guillermo Garcia-Lopez,guillermo-garcia-lopez,g476,Marius Copil,marius-copil,ca99,Adrian Ungur,adrian-ungur,u061,526242.426,Europe,Bucharest,RO,44.43225,26.10626
496,2015-7290,26,ATP 250,Estoril,7290,estoril,"Estoril, Portugal",2015-04-27,2015,28,16,Outdoor,Clay,Richard Gasquet,richard-gasquet,g628,Treat Huey,treat-huey,h788,Scott Lipsky,scott-lipsky,l580,526242.426,Europe,Estoril,PT,38.70571,-9.39773
497,2015-7163,27,ATP 250,Istanbul,7163,istanbul,"Istanbul, Turkey",2015-04-27,2015,28,16,Outdoor,Clay,Roger Federer,roger-federer,f324,Radu Albot,radu-albot,a829,Dusan Lajovic,dusan-lajovic,l987,526242.426,Europe,Istanbul,TR,41.01384,28.94966
498,2015-308,28,ATP 250,Munich,308,munich,"Munich, Germany",2015-04-27,2015,28,16,Outdoor,Clay,Andy Murray,andy-murray,mc10,Alexander Peya,alexander-peya,p467,Bruno Soares,bruno-soares,s938,526242.426,Europe,Munich,DE,48.13743,11.57549
499,2015-1536,29,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2015-05-03,2015,56,24,Outdoor,Clay,Andy Murray,andy-murray,mc10,Rohan Bopanna,rohan-bopanna,b757,Florin Mergea,florin-mergea,mb27,5444076.958,Europe,Madrid,ES,40.4165,-3.70256
500,2015-416,30,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2015-05-10,2015,56,24,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Pablo Cuevas,pablo-cuevas,c882,David Marrero,david-marrero,m984,4077732.057,Europe,Rome,IT,41.89193,12.51133
501,2015-322,31,ATP 250,Geneva,322,geneva,"Geneva, Switzerland",2015-05-17,2015,28,16,Outdoor,Clay,Thomaz Bellucci,thomaz-bellucci,bd20,Juan Sebastian Cabal,juan-sebastian-cabal,c834,Robert Farah,robert-farah,f525,526242.426,Europe,Genève,CH,46.20222,6.14569
502,2015-6120,32,ATP 250,Nice,6120,nice,"Nice, France",2015-05-17,2015,28,16,Outdoor,Clay,Dominic Thiem,dominic-thiem,tb69,Mate Pavic,mate-pavic,pf00,Michael Venus,michael-venus,v576,526242.426,Europe,Nice,FR,43.70313,7.26608
503,2015-520,33,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2015-05-24,2015,128,64,Outdoor,Clay,Stan Wawrinka,stan-wawrinka,w367,Ivan Dodig,ivan-dodig,d646,Marcelo Melo,marcelo-melo,m919,13848316.8,Europe,Paris,FR,48.85341,2.3488
504,2015-321,34,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2015-06-08,2015,28,16,Outdoor,Grass,Rafael Nadal,rafael-nadal,n409,Rohan Bopanna,rohan-bopanna,b757,Florin Mergea,florin-mergea,mb27,683547.722,Europe,Stuttgart,DE,48.78232,9.17702
505,2015-440,35,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2015-06-08,2015,28,16,Outdoor,Grass,Nicolas Mahut,nicolas-mahut,m873,Ivo Karlovic,ivo-karlovic,k336,Lukasz Kubot,lukasz-kubot,k540,643183.413,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
506,2015-500,36,ATP 500,Halle,500,halle,"Halle, Germany",2015-06-15,2015,32,16,Outdoor,Grass,Roger Federer,roger-federer,f324,Raven Klaasen,raven-klaasen,k609,Rajeev Ram,rajeev-ram,r548,1806248.267,Europe,Halle,DE,52.06007,8.36083
507,2015-311,37,ATP 500,London / Queen's Club,311,london,"London, Great Britain",2015-06-15,2015,32,16,Outdoor,Grass,Andy Murray,andy-murray,mc10,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1806248.267,Europe,London,GB,51.50853,-0.12574
508,2015-741,38,ATP 250,Nottingham,741,nottingham,"Nottingham, Great Britain",2015-06-21,2015,48,16,Outdoor,Grass,Denis Istomin,denis-istomin,i165,Chris Guccione,chris-guccione,g621,Andre Sa,andre-sa,s604,685671.599,Europe,Nottingham,GB,52.9536,-1.15047
509,2015-316,42,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2015-07-20,2015,28,16,Outdoor,Clay,Benoit Paire,benoit-paire,pd31,Jeremy Chardy,jeremy-chardy,ca12,Lukasz Kubot,lukasz-kubot,k540,526242.426,Europe,Båstad,SE,56.42689,12.85339
510,2015-439,43,ATP 250,Umag,439,umag,"Umag, Croatia",2015-07-20,2015,28,16,Outdoor,Clay,Dominic Thiem,dominic-thiem,tb69,Maximo Gonzalez,maximo-gonzalez,g585,Andre Sa,andre-sa,s604,526242.426,Europe,Umag,HR,45.43139,13.52389
511,2015-414,44,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2015-07-27,2015,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Jamie Murray,jamie-murray,mc81,John Peers,john-peers,pc96,1498914.216,Europe,Hamburg,DE,53.57532,10.01534
512,2015-314,46,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2015-07-27,2015,28,16,Outdoor,Clay,Dominic Thiem,dominic-thiem,tb69,Aliaksandr Bury,aliaksandr-bury,bd83,Denis Istomin,denis-istomin,i165,526242.426,Europe,Gstaad,CH,46.47215,7.28685
513,2015-319,48,ATP 250,Kitzbühel,319,kitzbuhel,"Kitzbuhel, Austria",2015-08-03,2015,28,16,Outdoor,Clay,Philipp Kohlschreiber,philipp-kohlschreiber,k435,Nicolas Almagro,nicolas-almagro,a479,Carlos Berlocq,carlos-berlocq,b884,526242.426,Europe,Kitzbühel,AT,47.44637,12.39215
514,2015-341,54,ATP 250,Metz,341,metz,"Metz, France",2015-09-21,2015,28,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Lukasz Kubot,lukasz-kubot,k540,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,526242.426,Europe,Metz,FR,49.11911,6.17269
515,2015-337,60,ATP 500,Vienna,337,vienna,"Vienna, Austria",2015-10-19,2015,32,16,Indoor,Hard,David Ferrer,david-ferrer,f401,Lukasz Kubot,lukasz-kubot,k540,Marcelo Melo,marcelo-melo,m919,2474178.307,Europe,Vienna,AT,48.20849,16.37208
516,2015-429,62,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2015-10-19,2015,28,16,Indoor,Hard,Tomas Berdych,tomas-berdych,ba47,Nicholas Monroe,nicholas-monroe,mb49,Jack Sock,jack-sock,sm25,643183.413,Europe,Stockholm,SE,59.33258,18.0649
517,2015-328,63,ATP 500,Basel,328,basel,"Basel, Switzerland",2015-10-26,2015,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,Alexander Peya,alexander-peya,p467,Bruno Soares,bruno-soares,s938,2152940.58,Europe,Basel,CH,47.55839,7.57327
518,2015-573,64,ATP 250,Valencia,573,valencia,"Valencia, Spain",2015-10-26,2015,28,16,Indoor,Hard,Joao Sousa,joao-sousa,sh90,Eric Butorac,eric-butorac,bc35,Scott Lipsky,scott-lipsky,l580,643183.413,Europe,Valencia,ES,39.46975,-0.37739
519,2015-352,65,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2015-11-02,2015,48,24,Indoor,Hard,Novak Djokovic,novak-djokovic,d643,Ivan Dodig,ivan-dodig,d646,Marcelo Melo,marcelo-melo,m919,4077732.057,Europe,Paris,FR,48.85341,2.3488
520,2016-375,7,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2016-02-01,2016,28,16,Indoor,Hard,Richard Gasquet,richard-gasquet,g628,Mate Pavic,mate-pavic,pf00,Michael Venus,michael-venus,v576,553666.522,Europe,Montpellier,FR,43.61092,3.87723
